DATE,05/26/24 14:04:54,CO,100.00,SO2,20.00,NO2,15.00,O3,16.00,CO2,0.00,T,0.00,RH,0.00,PM1.0,1.40,PM2.5,1.80,PM10,1.80,WD,0.00,WS,0.00,BATT,4.01,CHRG,0.00,RUN,0.00,SD,1,RAW,0,0,0,0,0,0,0,0,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,923758416Z
DATE,05/26/24 14:11:12,CO,8200.56,SO2,980.23,NO2,46.65,O3,307.42,CO2,558.00,T,30.60,RH,43.60,PM1.0,8.80,PM2.5,12.93,PM10,14.24,WD,0.00,WS,0.00,BATT,4.01,CHRG,955.32,RUN,136.93,SD,1,RAW,-2627,3867,25,1241,-37,-66,26,-219,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2955245545Z
DATE,05/26/24 14:11:22,CO,23662.32,SO2,1399.20,NO2,145.25,O3,422.97,CO2,551.25,T,30.60,RH,43.53,PM1.0,11.19,PM2.5,16.30,PM10,17.77,WD,0.00,WS,0.00,BATT,4.01,CHRG,955.32,RUN,140.16,SD,1,RAW,-4320,6296,50,1950,-63,-117,45,-380,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3713408366Z
DATE,05/26/24 14:11:32,CO,24373.58,SO2,1384.21,NO2,162.64,O3,449.16,CO2,556.81,T,30.60,RH,43.51,PM1.0,13.05,PM2.5,18.76,PM10,20.65,WD,0.00,WS,0.00,BATT,4.01,CHRG,955.32,RUN,136.93,SD,1,RAW,-4467,6428,49,1928,-67,-131,47,-413,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,317343393Z
DATE,05/26/24 14:11:42,CO,23245.20,SO2,1277.14,NO2,168.85,O3,448.96,CO2,547.95,T,30.60,RH,43.50,PM1.0,13.67,PM2.5,19.47,PM10,22.55,WD,0.00,WS,0.00,BATT,4.02,CHRG,953.71,RUN,93.44,SD,1,RAW,-4275,6072,49,1784,-67,-136,48,-416,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2961047561Z
DATE,05/26/24 14:11:52,CO,21858.89,SO2,1174.46,NO2,166.24,O3,447.20,CO2,546.74,T,30.60,RH,43.55,PM1.0,13.68,PM2.5,20.27,PM10,23.13,WD,0.00,WS,0.00,BATT,4.02,CHRG,955.32,RUN,136.93,SD,1,RAW,-4031,5666,44,1637,-65,-133,50,-409,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2197963871Z
DATE,05/26/24 14:12:02,CO,20579.97,SO2,1084.89,NO2,148.78,O3,441.55,CO2,551.18,T,30.60,RH,43.54,PM1.0,13.15,PM2.5,23.24,PM10,25.57,WD,0.00,WS,0.00,BATT,4.02,CHRG,955.32,RUN,132.10,SD,1,RAW,-3804,5297,41,1511,-62,-119,48,-392,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,742556336Z
DATE,05/26/24 14:12:30,CO,18425.06,SO2,946.54,NO2,156.80,O3,410.88,CO2,556.27,T,30.60,RH,43.37,PM1.0,12.94,PM2.5,23.95,PM10,25.77,WD,0.00,WS,0.00,BATT,4.00,CHRG,960.16,RUN,293.20,SD,1,RAW,-3420,4683,43,1330,-58,-124,44,-382,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,111459375Z
DATE,05/26/24 14:12:36,CO,17680.33,SO2,901.23,NO2,159.05,O3,399.60,CO2,553.64,T,30.60,RH,43.33,PM1.0,13.18,PM2.5,21.80,PM10,24.70,WD,0.00,WS,0.00,BATT,4.00,CHRG,961.77,RUN,286.76,SD,1,RAW,-3286,4476,42,1266,-56,-125,43,-376,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,324926282Z
DATE,05/26/24 14:12:47,CO,16644.23,SO2,844.70,NO2,151.14,O3,389.22,CO2,546.16,T,30.60,RH,43.38,PM1.0,13.09,PM2.5,20.15,PM10,22.76,WD,0.00,WS,0.00,BATT,4.02,CHRG,956.93,RUN,165.93,SD,1,RAW,-3099,4186,40,1186,-54,-118,42,-362,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4183638999Z
DATE,05/26/24 14:12:57,CO,15886.39,SO2,805.91,NO2,143.48,O3,377.46,CO2,543.79,T,30.65,RH,43.32,PM1.0,12.79,PM2.5,18.78,PM10,20.81,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,75.72,SD,1,RAW,-2960,3985,36,1126,-52,-112,38,-352,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2106787302Z
DATE,05/26/24 14:13:09,CO,15226.09,SO2,769.68,NO2,145.54,O3,378.73,CO2,543.20,T,30.69,RH,43.31,PM1.0,12.82,PM2.5,18.91,PM10,19.90,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,75.72,SD,1,RAW,-2838,3806,37,1080,-50,-113,40,-350,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3265747949Z
DATE,05/26/24 14:13:20,CO,14637.20,SO2,738.52,NO2,152.10,O3,368.00,CO2,547.80,T,30.70,RH,43.43,PM1.0,11.89,PM2.5,19.39,PM10,20.91,WD,0.00,WS,0.00,BATT,4.02,CHRG,952.10,RUN,85.38,SD,1,RAW,-2730,3648,40,1045,-48,-117,41,-346,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2830467075Z
DATE,05/26/24 14:13:26,CO,14335.85,SO2,725.17,NO2,152.35,O3,360.35,CO2,548.90,T,30.70,RH,43.51,PM1.0,11.77,PM2.5,19.60,PM10,21.02,WD,0.00,WS,0.00,BATT,4.03,CHRG,953.71,RUN,112.77,SD,1,RAW,-2674,3569,42,1031,-48,-117,40,-342,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1993123768Z
DATE,05/26/24 14:13:37,CO,13800.40,SO2,709.80,NO2,145.47,O3,346.56,CO2,535.72,T,30.70,RH,43.65,PM1.0,12.36,PM2.5,19.29,PM10,20.07,WD,0.00,WS,0.00,BATT,4.02,CHRG,958.54,RUN,212.65,SD,1,RAW,-2572,3441,36,999,-47,-111,36,-331,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3920252071Z
DATE,05/26/24 14:13:48,CO,13330.62,SO2,692.28,NO2,146.26,O3,346.67,CO2,542.43,T,30.70,RH,43.81,PM1.0,12.80,PM2.5,19.74,PM10,21.48,WD,0.00,WS,0.00,BATT,4.02,CHRG,953.71,RUN,119.21,SD,1,RAW,-2483,3325,29,962,-46,-111,37,-329,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,749391952Z
DATE,05/26/24 14:14:00,CO,12875.89,SO2,670.07,NO2,140.35,O3,347.00,CO2,543.36,T,30.70,RH,43.93,PM1.0,12.68,PM2.5,19.79,PM10,23.44,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,114.38,SD,1,RAW,-2398,3211,30,933,-45,-107,40,-319,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1993801667Z
DATE,05/26/24 14:14:05,CO,12666.63,SO2,652.21,NO2,134.98,O3,339.81,CO2,539.18,T,30.70,RH,44.01,PM1.0,13.14,PM2.5,20.73,PM10,25.20,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,77.33,SD,1,RAW,-2359,3158,37,922,-44,-103,38,-312,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2800872851Z
DATE,05/26/24 14:14:16,CO,12275.48,SO2,634.70,NO2,123.94,O3,332.94,CO2,541.54,T,30.70,RH,43.95,PM1.0,13.61,PM2.5,21.34,PM10,23.92,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,77.33,SD,1,RAW,-2278,3084,30,885,-42,-94,34,-303,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1461806535Z
DATE,05/26/24 14:14:28,CO,11923.52,SO2,611.04,NO2,132.28,O3,328.51,CO2,549.14,T,30.70,RH,43.76,PM1.0,13.38,PM2.5,21.33,PM10,22.33,WD,0.00,WS,0.00,BATT,4.02,CHRG,958.54,RUN,306.09,SD,1,RAW,-2210,3002,33,859,-41,-100,35,-305,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4122289467Z
DATE,05/26/24 14:14:39,CO,11573.92,SO2,592.89,NO2,134.90,O3,324.01,CO2,544.53,T,30.70,RH,43.87,PM1.0,12.80,PM2.5,20.71,PM10,21.53,WD,0.00,WS,0.00,BATT,4.02,CHRG,955.32,RUN,173.99,SD,1,RAW,-2147,2904,37,843,-40,-101,35,-303,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2409273104Z
DATE,05/26/24 14:14:50,CO,11238.25,SO2,569.60,NO2,128.60,O3,316.21,CO2,543.13,T,30.70,RH,43.99,PM1.0,12.82,PM2.5,20.66,PM10,21.71,WD,0.00,WS,0.00,BATT,4.04,CHRG,950.49,RUN,96.66,SD,1,RAW,-2081,2832,40,818,-38,-96,34,-293,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,568809730Z
DATE,05/26/24 14:14:55,CO,11078.59,SO2,560.64,NO2,130.72,O3,310.16,CO2,544.07,T,30.70,RH,44.00,PM1.0,13.30,PM2.5,20.37,PM10,22.06,WD,0.00,WS,0.00,BATT,4.04,CHRG,950.49,RUN,77.33,SD,1,RAW,-2049,2798,42,809,-38,-97,34,-289,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3235186136Z
DATE,05/26/24 14:15:07,CO,10762.73,SO2,559.89,NO2,127.85,O3,305.51,CO2,541.27,T,30.70,RH,44.07,PM1.0,13.04,PM2.5,19.60,PM10,21.09,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,69.27,SD,1,RAW,-1991,2714,32,789,-38,-95,32,-287,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3539115376Z
DATE,05/26/24 14:15:18,CO,10470.21,SO2,554.68,NO2,121.04,O3,301.69,CO2,543.32,T,30.70,RH,44.22,PM1.0,12.49,PM2.5,19.10,PM10,20.27,WD,0.00,WS,0.00,BATT,4.02,CHRG,958.54,RUN,222.32,SD,1,RAW,-1937,2637,31,779,-37,-90,31,-281,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2772857188Z
DATE,05/26/24 14:15:29,CO,10211.36,SO2,534.07,NO2,121.00,O3,301.11,CO2,549.33,T,30.70,RH,44.28,PM1.0,12.24,PM2.5,18.42,PM10,19.51,WD,0.00,WS,0.00,BATT,4.02,CHRG,956.93,RUN,177.21,SD,1,RAW,-1890,2566,33,756,-36,-90,32,-277,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1097918125Z
DATE,05/26/24 14:15:40,CO,9962.44,SO2,515.39,NO2,121.90,O3,292.20,CO2,546.08,T,30.70,RH,44.29,PM1.0,12.95,PM2.5,18.37,PM10,18.99,WD,0.00,WS,0.00,BATT,4.02,CHRG,952.10,RUN,112.77,SD,1,RAW,-1845,2497,37,740,-36,-90,30,-275,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4268679509Z
DATE,05/26/24 14:15:46,CO,9804.98,SO2,506.68,NO2,124.42,O3,291.48,CO2,544.04,T,30.70,RH,44.35,PM1.0,13.74,PM2.5,18.74,PM10,19.32,WD,0.00,WS,0.00,BATT,4.02,CHRG,958.54,RUN,281.92,SD,1,RAW,-1813,2466,37,728,-36,-92,33,-271,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3036657450Z
DATE,05/26/24 14:15:57,CO,9555.94,SO2,502.63,NO2,116.93,O3,286.05,CO2,552.01,T,30.70,RH,44.44,PM1.0,14.00,PM2.5,19.34,PM10,20.28,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,127.27,SD,1,RAW,-1763,2418,30,708,-35,-86,31,-264,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1469427567Z
DATE,05/26/24 14:16:08,CO,9363.75,SO2,499.54,NO2,120.62,O3,272.33,CO2,551.75,T,30.70,RH,44.41,PM1.0,14.14,PM2.5,20.30,PM10,22.40,WD,0.00,WS,0.00,BATT,4.04,CHRG,950.49,RUN,86.99,SD,1,RAW,-1725,2375,26,697,-33,-88,28,-261,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2339647764Z
DATE,05/26/24 14:16:20,CO,9137.92,SO2,485.46,NO2,118.89,O3,272.55,CO2,541.19,T,30.70,RH,44.40,PM1.0,14.71,PM2.5,23.03,PM10,25.22,WD,0.00,WS,0.00,BATT,4.04,CHRG,952.10,RUN,117.60,SD,1,RAW,-1679,2332,31,687,-33,-87,29,-258,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2880077053Z
DATE,05/26/24 14:16:25,CO,9034.20,SO2,480.49,NO2,114.21,O3,274.41,CO2,535.09,T,30.70,RH,44.40,PM1.0,14.16,PM2.5,24.82,PM10,27.09,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,77.33,SD,1,RAW,-1658,2310,31,681,-32,-83,29,-254,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,99596638Z
DATE,05/26/24 14:16:36,CO,8828.06,SO2,472.46,NO2,118.47,O3,270.17,CO2,534.77,T,30.70,RH,44.40,PM1.0,14.31,PM2.5,24.92,PM10,28.06,WD,0.00,WS,0.00,BATT,4.02,CHRG,950.49,RUN,107.94,SD,1,RAW,-1619,2259,30,667,-32,-86,30,-253,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,834625569Z
DATE,05/26/24 14:16:47,CO,8641.03,SO2,465.22,NO2,117.43,O3,262.88,CO2,546.19,T,30.70,RH,44.48,PM1.0,13.54,PM2.5,22.19,PM10,26.10,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,127.27,SD,1,RAW,-1585,2208,29,655,-32,-85,28,-249,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2960816755Z
DATE,05/26/24 14:17:00,CO,8456.34,SO2,456.65,NO2,101.72,O3,258.47,CO2,542.05,T,30.70,RH,44.44,PM1.0,13.39,PM2.5,20.91,PM10,23.51,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,80.55,SD,1,RAW,-1550,2164,24,635,-32,-74,25,-236,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2330754606Z
DATE,05/26/24 14:17:06,CO,8347.40,SO2,444.13,NO2,106.33,O3,259.21,CO2,541.52,T,30.70,RH,44.32,PM1.0,13.11,PM2.5,19.91,PM10,22.03,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,93.44,SD,1,RAW,-1527,2145,28,626,-32,-77,27,-238,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,877278337Z
DATE,05/26/24 14:17:18,CO,8205.59,SO2,428.22,NO2,104.59,O3,256.16,CO2,536.13,T,30.70,RH,44.16,PM1.0,13.65,PM2.5,20.85,PM10,22.90,WD,0.00,WS,0.00,BATT,4.03,CHRG,948.88,RUN,91.83,SD,1,RAW,-1499,2113,31,610,-31,-76,27,-233,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1711459104Z
DATE,05/26/24 14:17:29,CO,8011.12,SO2,404.28,NO2,106.66,O3,255.72,CO2,533.03,T,30.70,RH,44.11,PM1.0,13.82,PM2.5,21.43,PM10,24.39,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,136.93,SD,1,RAW,-1461,2072,40,596,-30,-77,28,-233,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,140870859Z
DATE,05/26/24 14:17:35,CO,7930.58,SO2,408.58,NO2,100.25,O3,258.54,CO2,536.02,T,30.70,RH,44.06,PM1.0,12.92,PM2.5,23.85,PM10,26.21,WD,0.00,WS,0.00,BATT,4.02,CHRG,952.10,RUN,119.21,SD,1,RAW,-1449,2041,33,587,-30,-72,28,-230,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1025697894Z
DATE,05/26/24 14:17:46,CO,7741.13,SO2,406.75,NO2,92.30,O3,257.26,CO2,544.25,T,30.70,RH,43.89,PM1.0,12.08,PM2.5,24.12,PM10,25.80,WD,0.00,WS,0.00,BATT,4.04,CHRG,952.10,RUN,115.99,SD,1,RAW,-1416,1983,26,570,-30,-66,27,-223,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1151128317Z
DATE,05/26/24 14:17:58,CO,7563.98,SO2,396.27,NO2,93.51,O3,252.82,CO2,537.31,T,30.70,RH,43.70,PM1.0,11.56,PM2.5,22.00,PM10,23.75,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,70.88,SD,1,RAW,-1390,1913,26,557,-29,-67,27,-221,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1183048332Z
DATE,05/26/24 14:18:10,CO,7389.72,SO2,383.09,NO2,91.15,O3,252.07,CO2,527.83,T,30.70,RH,43.50,PM1.0,11.19,PM2.5,19.92,PM10,21.21,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,77.33,SD,1,RAW,-1361,1857,29,545,-28,-65,25,-222,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,121134752Z
DATE,05/26/24 14:18:21,CO,7208.12,SO2,361.54,NO2,96.50,O3,248.09,CO2,537.71,T,30.75,RH,43.35,PM1.0,11.08,PM2.5,19.18,PM10,20.49,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,146.60,SD,1,RAW,-1327,1809,40,538,-28,-69,24,-225,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1705298932Z
DATE,05/26/24 14:18:26,CO,7143.15,SO2,371.39,NO2,98.53,O3,245.04,CO2,541.35,T,30.73,RH,43.32,PM1.0,11.34,PM2.5,20.31,PM10,22.57,WD,0.00,WS,0.00,BATT,4.02,CHRG,955.32,RUN,209.43,SD,1,RAW,-1318,1781,32,535,-28,-70,25,-222,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3605078706Z
DATE,05/26/24 14:18:37,CO,6978.64,SO2,379.94,NO2,94.75,O3,243.77,CO2,547.34,T,30.76,RH,43.31,PM1.0,10.84,PM2.5,19.29,PM10,21.51,WD,0.00,WS,0.00,BATT,4.02,CHRG,953.71,RUN,214.26,SD,1,RAW,-1287,1743,24,532,-26,-67,26,-217,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3208892604Z
DATE,05/26/24 14:18:59,CO,6760.59,SO2,373.18,NO2,93.79,O3,232.07,CO2,544.08,T,30.79,RH,43.30,PM1.0,10.84,PM2.5,18.70,PM10,20.23,WD,0.00,WS,0.00,BATT,4.00,CHRG,960.16,RUN,285.15,SD,1,RAW,-1245,1689,27,528,-27,-66,24,-208,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4022852282Z
DATE,05/26/24 14:18:59,CO,6760.59,SO2,373.18,NO2,93.79,O3,232.07,CO2,544.08,T,30.79,RH,43.30,PM1.0,10.84,PM2.5,18.70,PM10,20.23,WD,0.00,WS,0.00,BATT,4.00,CHRG,960.16,RUN,285.15,SD,1,RAW,-1245,1689,27,528,-27,-66,24,-208,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4022852282Z
DATE,05/26/24 14:19:10,CO,6540.54,SO2,359.60,NO2,94.22,O3,221.21,CO2,546.27,T,30.80,RH,43.30,PM1.0,11.60,PM2.5,17.18,PM10,18.00,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,124.05,SD,1,RAW,-1196,1659,30,516,-26,-66,22,-204,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,413281274Z
DATE,05/26/24 14:19:21,CO,6438.24,SO2,358.40,NO2,91.45,O3,229.33,CO2,532.82,T,30.80,RH,43.30,PM1.0,11.70,PM2.5,16.93,PM10,17.21,WD,0.00,WS,0.00,BATT,4.03,CHRG,950.49,RUN,138.55,SD,1,RAW,-1177,1633,27,509,-25,-64,25,-202,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3924037141Z
DATE,05/26/24 14:19:26,CO,6390.36,SO2,360.16,NO2,94.02,O3,225.65,CO2,530.41,T,30.80,RH,43.30,PM1.0,12.83,PM2.5,18.97,PM10,19.48,WD,0.00,WS,0.00,BATT,4.03,CHRG,952.10,RUN,130.49,SD,1,RAW,-1168,1620,23,504,-25,-66,25,-202,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,309963329Z
DATE,05/26/24 14:19:37,CO,6282.97,SO2,351.11,NO2,94.62,O3,215.88,CO2,533.35,T,30.80,RH,43.30,PM1.0,13.12,PM2.5,21.46,PM10,22.25,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,75.72,SD,1,RAW,-1148,1594,27,499,-25,-66,23,-197,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2477915862Z
DATE,05/26/24 14:19:48,CO,6171.96,SO2,348.45,NO2,89.38,O3,212.95,CO2,534.09,T,30.80,RH,43.30,PM1.0,11.89,PM2.5,20.43,PM10,21.91,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,75.72,SD,1,RAW,-1123,1581,25,492,-24,-62,23,-190,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2378230120Z
DATE,05/26/24 14:19:59,CO,6105.24,SO2,346.66,NO2,89.76,O3,214.84,CO2,543.52,T,30.80,RH,43.30,PM1.0,11.82,PM2.5,20.50,PM10,22.32,WD,0.00,WS,0.00,BATT,4.03,CHRG,956.93,RUN,235.21,SD,1,RAW,-1106,1579,24,486,-25,-63,24,-190,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2909374753Z
DATE,05/26/24 14:20:10,CO,6025.76,SO2,309.77,NO2,88.78,O3,213.25,CO2,545.13,T,30.80,RH,43.30,PM1.0,11.86,PM2.5,19.83,PM10,21.06,WD,0.00,WS,0.00,BATT,4.03,CHRG,948.88,RUN,111.16,SD,1,RAW,-1087,1575,49,487,-24,-62,24,-188,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3869951025Z
DATE,05/26/24 14:20:21,CO,5938.20,SO2,332.89,NO2,85.25,O3,208.86,CO2,544.53,T,30.80,RH,43.30,PM1.0,11.15,PM2.5,18.17,PM10,18.55,WD,0.00,WS,0.00,BATT,4.04,CHRG,947.27,RUN,114.38,SD,1,RAW,-1070,1553,29,479,-24,-59,20,-189,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3715522273Z
DATE,05/26/24 14:20:27,CO,5891.55,SO2,333.63,NO2,85.60,O3,209.34,CO2,547.27,T,30.80,RH,43.30,PM1.0,10.75,PM2.5,16.84,PM10,17.00,WD,0.00,WS,0.00,BATT,4.04,CHRG,947.27,RUN,78.94,SD,1,RAW,-1059,1551,24,469,-24,-59,21,-188,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3600179087Z
DATE,05/26/24 14:20:39,CO,5818.00,SO2,326.04,NO2,84.16,O3,212.59,CO2,539.57,T,30.80,RH,43.30,PM1.0,9.88,PM2.5,15.46,PM10,15.52,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,75.72,SD,1,RAW,-1043,1540,26,463,-23,-58,22,-188,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,523392876Z
DATE,05/26/24 14:20:50,CO,5726.77,SO2,325.43,NO2,82.33,O3,212.15,CO2,539.64,T,30.80,RH,43.30,PM1.0,10.77,PM2.5,15.71,PM10,16.36,WD,0.00,WS,0.00,BATT,4.04,CHRG,947.27,RUN,78.94,SD,1,RAW,-1022,1531,25,461,-22,-56,24,-182,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1325917378Z
DATE,05/26/24 14:21:01,CO,5631.96,SO2,313.78,NO2,82.91,O3,206.80,CO2,547.41,T,30.80,RH,43.22,PM1.0,11.28,PM2.5,16.70,PM10,17.68,WD,0.00,WS,0.00,BATT,4.03,CHRG,955.32,RUN,212.65,SD,1,RAW,-1000,1521,29,453,-22,-57,21,-184,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,578688251Z
DATE,05/26/24 14:21:06,CO,5590.40,SO2,314.41,NO2,82.60,O3,206.73,CO2,549.21,T,30.80,RH,43.21,PM1.0,11.57,PM2.5,19.43,PM10,20.49,WD,0.00,WS,0.00,BATT,4.04,CHRG,952.10,RUN,153.04,SD,1,RAW,-992,1511,26,448,-22,-57,21,-184,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2615059042Z
DATE,05/26/24 14:21:18,CO,5512.22,SO2,315.07,NO2,82.63,O3,208.20,CO2,548.80,T,30.80,RH,43.20,PM1.0,12.88,PM2.5,22.51,PM10,23.62,WD,0.00,WS,0.00,BATT,4.04,CHRG,950.49,RUN,128.88,SD,1,RAW,-976,1496,24,444,-22,-57,23,-181,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4288727407Z
DATE,05/26/24 14:21:28,CO,5442.05,SO2,299.15,NO2,84.39,O3,199.50,CO2,545.95,T,30.80,RH,43.20,PM1.0,13.05,PM2.5,22.59,PM10,23.37,WD,0.00,WS,0.00,BATT,4.04,CHRG,947.27,RUN,82.16,SD,1,RAW,-964,1476,36,447,-22,-58,20,-180,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,266721815Z
DATE,05/26/24 14:21:39,CO,5350.83,SO2,305.54,NO2,83.22,O3,201.03,CO2,543.99,T,30.80,RH,43.20,PM1.0,12.51,PM2.5,20.45,PM10,21.84,WD,0.00,WS,0.00,BATT,4.05,CHRG,948.88,RUN,82.16,SD,1,RAW,-946,1454,32,448,-22,-57,21,-179,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,4047789918Z
DATE,05/26/24 14:21:51,CO,5272.99,SO2,299.13,NO2,73.36,O3,204.31,CO2,544.25,T,30.80,RH,43.20,PM1.0,12.14,PM2.5,17.76,PM10,19.42,WD,0.00,WS,0.00,BATT,4.03,CHRG,948.88,RUN,165.93,SD,1,RAW,-932,1432,31,438,-22,-50,20,-174,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2358928187Z
DATE,05/26/24 14:21:57,CO,5231.66,SO2,302.62,NO2,77.66,O3,199.38,CO2,547.12,T,30.80,RH,43.20,PM1.0,11.81,PM2.5,18.10,PM10,19.94,WD,0.00,WS,0.00,BATT,4.04,CHRG,950.49,RUN,154.66,SD,1,RAW,-925,1421,27,434,-21,-53,21,-172,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1096097551Z
DATE,05/26/24 14:22:08,CO,5106.35,SO2,273.95,NO2,86.91,O3,189.22,CO2,551.53,T,30.80,RH,43.20,PM1.0,12.00,PM2.5,18.34,PM10,20.28,WD,0.00,WS,0.00,BATT,4.04,CHRG,952.10,RUN,153.04,SD,1,RAW,-902,1389,43,427,-21,-59,21,-172,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,1793679407Z
DATE,05/26/24 14:22:19,CO,5028.46,SO2,294.71,NO2,88.04,O3,192.54,CO2,548.63,T,30.80,RH,43.25,PM1.0,11.69,PM2.5,16.45,PM10,18.75,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,117.60,SD,1,RAW,-890,1360,27,424,-21,-60,23,-172,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,2247034354Z
DATE,05/26/24 14:22:29,CO,4957.17,SO2,296.58,NO2,89.98,O3,182.43,CO2,547.66,T,30.80,RH,43.34,PM1.0,11.75,PM2.5,15.30,PM10,16.58,WD,0.00,WS,0.00,BATT,4.04,CHRG,948.88,RUN,125.66,SD,1,RAW,-879,1333,26,425,-21,-61,21,-168,STAT,6b,0,f0,LAT,0.00000,LON,0.00000,CRC,3768862220Z
